DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/02/2018,6:54,MANHATTAN,10017,40.754215,-73.970825,"(40.754215, -73.970825)",,,233       EAST 48 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874175,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,7:00,QUEENS,11105,40.778778,-73.90018,"(40.778778, -73.90018)",19 AVENUE                       ,STEINWAY PLACE,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,3874594,TK,PASSENGER VEHICLE,,,
04/02/2018,7:00,BROOKLYN,11211,40.716488,-73.94643,"(40.716488, -73.94643)",MANHATTAN AVENUE                ,JACKSON STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3873503,PASSENGER VEHICLE,TAXI,,,
04/02/2018,7:00,QUEENS,11358,40.76027,-73.80401,"(40.76027, -73.80401)",SANFORD AVENUE                  ,162 STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3873840,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:02,,,40.673588,-73.96296,"(40.673588, -73.96296)",SAINT JOHNS PLACE               ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3879892,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,7:05,BRONX,10454,40.80879,-73.91619,"(40.80879, -73.91619)",SAINT ANNS AVENUE               ,EAST 141 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873882,SPORT UTILITY / STATION WAGON,TN,,,
04/02/2018,7:05,,,40.714436,-73.974754,"(40.714436, -73.974754)",WILLIAMSBURG BRIDGE INNER ROADWA,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3873817,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/02/2018,7:10,,,40.717278,-73.99544,"(40.717278, -73.99544)",HESTER STREET                   ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3873829,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,7:13,,,40.845463,-73.926094,"(40.845463, -73.926094)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873804,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:16,,,40.880707,-73.8693,"(40.880707, -73.8693)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3873873,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:20,QUEENS,11355,40.756023,-73.82088,"(40.756023, -73.82088)",BEECH AVENUE                    ,BOWNE STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873843,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:25,QUEENS,11375,40.733612,-73.84737,"(40.733612, -73.84737)",110 STREET                      ,64 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,3873854,PASSENGER VEHICLE,,,,
04/02/2018,7:30,MANHATTAN,10003,40.726505,-73.9883,"(40.726505, -73.9883)",,,321       EAST 5 STREET                 ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3874176,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:30,,,40.7968,-73.929375,"(40.7968, -73.929375)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874106,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,7:35,QUEENS,11101,40.74456,-73.93076,"(40.74456, -73.93076)",QUEENS BOULEVARD                ,34 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874042,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:36,MANHATTAN,10032,40.844677,-73.93886,"(40.844677, -73.93886)",WEST 173 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Other Vehicular,,,,3874954,TAXI,PASSENGER VEHICLE,,,
04/02/2018,7:40,,,40.82267,-73.92007,"(40.82267, -73.92007)",EAST 156 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878668,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:40,,,40.830143,-73.92858,"(40.830143, -73.92858)",JEROME AVENUE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Pavement Slippery,,,,3874232,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:45,BRONX,10467,,,,Dr Theodore Kazimiroff Blvd     ,allerton avenue,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3875507,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:45,QUEENS,11356,40.78015,-73.84511,"(40.78015, -73.84511)",123 STREET                      ,22 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874196,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,7:45,QUEENS,11434,40.68096,-73.773575,"(40.68096, -73.773575)",MARSDEN STREET                  ,BAISLEY BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874844,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:45,BRONX,10467,40.877876,-73.86596,"(40.877876, -73.86596)",EAST 211 STREET                 ,WHITE PLAINS ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3873868,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,7:45,,,,,,,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3873851,,,,,
04/02/2018,7:50,BRONX,10451,40.822433,-73.91979,"(40.822433, -73.91979)",,,3050      PARK AVENUE                   ,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3873881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:50,BRONX,10456,40.825718,-73.90954,"(40.825718, -73.90954)",,,488       EAST 164 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874067,PASSENGER VEHICLE,TK,,,
04/02/2018,7:50,QUEENS,11361,40.760647,-73.76661,"(40.760647, -73.76661)",215 PLACE                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873872,SPORT UTILITY / STATION WAGON,TT,,,
04/02/2018,7:50,QUEENS,11434,40.67824,-73.7711,"(40.67824, -73.7711)",130 AVENUE                      ,BEDELL STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874848,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,7:50,,,,,,EXTERIOR STREET                 ,EAST 149 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3874245,TK,PASSENGER VEHICLE,,,
04/02/2018,7:56,QUEENS,11435,40.714222,-73.81626,"(40.714222, -73.81626)",LANDER STREET                   ,HOOVER AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3874187,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/02/2018,9:35,,,40.68631,-73.97445,"(40.68631, -73.97445)",SOUTH PORTLAND AVENUE           ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3873890,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:00,BROOKLYN,11238,40.679104,-73.96834,"(40.679104, -73.96834)",,,609       VANDERBILT AVENUE             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3875541,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:00,MANHATTAN,10022,40.758633,-73.96579,"(40.758633, -73.96579)",2 AVENUE                        ,EAST 56 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3873853,TAXI,,,,
04/02/2018,8:00,QUEENS,11105,40.778698,-73.90636,"(40.778698, -73.90636)",,,32-01     20 ROAD                       ,0,0,0,0,0,0,0,0,Windshield Inadequate,,,,,3874582,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,8:00,QUEENS,11377,40.736965,-73.897766,"(40.736965, -73.897766)",67 STREET                       ,50 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3874728,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:00,QUEENS,11415,40.712,-73.82546,"(40.712, -73.82546)",83 AVENUE                       ,QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Pavement Slippery,,,,3874217,PASSENGER VEHICLE,PICK-UP TRUCK,,,
04/02/2018,8:00,QUEENS,11435,40.704903,-73.80793,"(40.704903, -73.80793)",,,88-25     148 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874441,PASSENGER VEHICLE,,,,
04/02/2018,8:00,,,40.781647,-73.8367,"(40.781647, -73.8367)",20 AVENUE                       ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3874193,PASSENGER VEHICLE,BU,,,
04/02/2018,8:00,,,40.771374,-73.877144,"(40.771374, -73.877144)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3874317,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/02/2018,8:00,,,40.80532,-73.920876,"(40.80532, -73.920876)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873880,PICK-UP TRUCK,PASSENGER VEHICLE,,,
04/02/2018,8:00,,,40.825005,-73.93238,"(40.825005, -73.93238)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Other Vehicular,,,,3874338,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:00,,,40.695705,-73.94637,"(40.695705, -73.94637)",MYRTLE AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3873821,PASSENGER VEHICLE,TAXI,,,
04/02/2018,8:00,,,40.808224,-73.96652,"(40.808224, -73.96652)",RIVERSIDE DRIVE                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3875419,PASSENGER VEHICLE,,,,
04/02/2018,8:00,,,40.76073,-73.90194,"(40.76073, -73.90194)",BROOKLYN QUEENS EXPRESSWAY      ,,,1,0,0,0,0,0,1,0,Unsafe Speed,Failure to Yield Right-of-Way,,,,3874593,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:05,,,40.757797,-73.94582,"(40.757797, -73.94582)",VERNON BOULEVARD                ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874567,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:06,STATEN ISLAND,10308,40.542423,-74.14592,"(40.542423, -74.14592)",NELSON AVENUE                   ,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3874372,BU,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:10,BROOKLYN,11214,40.601036,-73.99235,"(40.601036, -73.99235)",86 STREET                       ,BAY 32 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874094,PASSENGER VEHICLE,,,,
04/02/2018,8:10,,,,,,14 AVENUE                       ,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874200,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:15,QUEENS,11385,40.70755,-73.90404,"(40.70755, -73.90404)",GATES AVENUE                    ,GRANDVIEW AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3878062,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:19,,,40.71589,-73.82527,"(40.71589, -73.82527)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874218,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:20,,,40.73834,-73.84507,"(40.73834, -73.84507)",GRAND CENTRAL PKWY              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3873805,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:21,,,40.817593,-73.95319,"(40.817593, -73.95319)",AMSTERDAM AVENUE                ,,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3873919,BU,BU,,,
04/02/2018,8:30,BRONX,10452,40.842773,-73.922806,"(40.842773, -73.922806)",PLIMPTON AVENUE                 ,GRANT HIGHWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3875155,SPORT UTILITY / STATION WAGON,DP,,,
04/02/2018,8:30,BROOKLYN,11220,40.6313,-74.01034,"(40.6313, -74.01034)",65 STREET                       ,9 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874739,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:30,BROOKLYN,11235,40.58655,-73.96617,"(40.58655, -73.96617)",,,2601      OCEAN PARKWAY                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3875241,PASSENGER VEHICLE,,,,
04/02/2018,8:30,MANHATTAN,10003,40.728363,-73.989006,"(40.728363, -73.989006)",,,29        EAST 7 STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3877278,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:30,MANHATTAN,10016,40.74882,-73.984276,"(40.74882, -73.984276)",,,365       5 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873874,SPORT UTILITY / STATION WAGON,TAXI,,,
04/02/2018,8:30,MANHATTAN,10023,40.770527,-73.98012,"(40.770527, -73.98012)",CENTRAL PARK WEST               ,WEST 63 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874223,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:30,QUEENS,11357,40.77703,-73.803604,"(40.77703, -73.803604)",160 STREET                      ,23 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3874195,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:30,QUEENS,11357,40.788937,-73.795265,"(40.788937, -73.795265)",TOTTEN STREET                   ,CRYDERS LANE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3873891,PK,PASSENGER VEHICLE,,,
04/02/2018,8:30,QUEENS,11385,40.711838,-73.917496,"(40.711838, -73.917496)",TROUTMAN STREET                 ,WOODWARD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873998,DS,PASSENGER VEHICLE,,,
04/02/2018,8:30,,,40.692352,-73.788185,"(40.692352, -73.788185)",110 ROAD                        ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3874846,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:30,,,40.82773,-73.94952,"(40.82773, -73.94952)",WEST 147 STREET                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3873916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,8:31,BRONX,10455,40.820133,-73.91307,"(40.820133, -73.91307)",EAST 156 STREET                 ,3 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3873883,TAXI,,,,
04/02/2018,8:35,QUEENS,11357,40.78058,-73.81431,"(40.78058, -73.81431)",20 ROAD                         ,150 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3873842,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:38,,,40.830994,-73.928116,"(40.830994, -73.928116)",ANDERSON AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3876091,TAXI,,,,
04/02/2018,8:38,BRONX,10452,40.840874,-73.91979,"(40.840874, -73.91979)",WEST 170 STREET                 ,CROMWELL AVENUE,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3874637,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,8:40,BROOKLYN,11215,40.67348,-73.98613,"(40.67348, -73.98613)",,,354       4 AVENUE                      ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3874119,VN,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:40,MANHATTAN,10018,40.758976,-73.99394,"(40.758976, -73.99394)",WEST 42 STREET                  ,DYER AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3874970,TAXI,,,,
04/02/2018,8:40,QUEENS,11375,40.727627,-73.84173,"(40.727627, -73.84173)",68 ROAD                         ,112 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3873856,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:40,QUEENS,11378,40.7184,-73.915695,"(40.7184, -73.915695)",,,53-06     GRAND AVENUE                  ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3873997,TT,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:40,,,,,,VANWYCK EXPRESSWAY              ,116 AVENUE (SERVICE ROAD),,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3873807,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,8:45,QUEENS,11432,40.714733,-73.79446,"(40.714733, -73.79446)",,,84-63     170 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874189,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,8:45,,,40.698383,-73.78691,"(40.698383, -73.78691)",108 AVENUE                      ,MERRICK BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874752,BU,,,,
04/02/2018,8:45,MANHATTAN,10016,40.74627,-73.97166,"(40.74627, -73.97166)",,,410       EAST 38 STREET                ,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,3873894,TAXI,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:47,QUEENS,11354,40.77583,-73.824486,"(40.77583, -73.824486)",,,25-30     PARSONS BOULEVARD             ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3874144,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,8:49,QUEENS,11357,40.784344,-73.81657,"(40.784344, -73.81657)",149 STREET                      ,17 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,3873841,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:00,BRONX,10460,40.842625,-73.87818,"(40.842625, -73.87818)",EAST 180 STREET                 ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,3874224,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:00,QUEENS,11373,40.733448,-73.870056,"(40.733448, -73.870056)",,,91-31     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Oversized Vehicle,,,,,3874056,TAXI,TR,,,
04/02/2018,9:00,STATEN ISLAND,10312,40.547794,-74.1997,"(40.547794, -74.1997)",,,306       HUGUENOT AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3877113,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,9:00,,,40.645786,-74.01643,"(40.645786, -74.01643)",GOWANUS EXPY (BQE)              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873958,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:00,,,40.755203,-73.74191,"(40.755203, -73.74191)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3873869,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:00,MANHATTAN,10029,40.794285,-73.95112,"(40.794285, -73.95112)",EAST 106 STREET                 ,5 AVENUE,,1,0,1,0,0,0,0,0,,,,,,3875677,,,,,
04/02/2018,9:00,QUEENS,11411,40.690914,-73.72819,"(40.690914, -73.72819)",234 STREET                      ,LINDEN BOULEVARD,,3,0,0,0,0,0,3,0,Unsafe Speed,Unspecified,,,,3873895,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,9:06,BRONX,10469,40.879253,-73.8482,"(40.879253, -73.8482)",,,1483      HICKS STREET                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3873870,PASSENGER VEHICLE,,,,
04/02/2018,9:07,BRONX,10452,40.842773,-73.922806,"(40.842773, -73.922806)",PLIMPTON AVENUE                 ,GRANT HIGHWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3875156,DP,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:10,BROOKLYN,11209,40.63113,-74.02963,"(40.63113, -74.02963)",,,239       76 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874743,PASSENGER VEHICLE,,,,
04/02/2018,9:10,,,40.687935,-73.9154,"(40.687935, -73.9154)",HANCOCK STREET                  ,,,0,0,0,0,0,0,0,0,,,,,,3874090,,,,,
04/02/2018,9:15,,,40.820305,-73.89083,"(40.820305, -73.89083)",HUNTS POINT AVENUE              ,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3873911,SPORT UTILITY / STATION WAGON,,,,
04/02/2018,9:20,QUEENS,11691,40.596455,-73.78196,"(40.596455, -73.78196)",BEACH 51 STREET                 ,ELIZABETH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874069,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:20,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Failure to Yield Right-of-Way,,,,3874579,TAXI,PICK-UP TRUCK,,,
04/02/2018,9:25,BRONX,10459,40.833157,-73.89557,"(40.833157, -73.89557)",,,813       EAST 170 STREET               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3874060,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:25,BROOKLYN,11224,40.576393,-73.9869,"(40.576393, -73.9869)",WEST 20 STREET                  ,MERMAID AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875235,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:25,QUEENS,11101,40.746033,-73.93441,"(40.746033, -73.93441)",QUEENS BOULEVARD                ,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3873988,PASSENGER VEHICLE,,,,
04/02/2018,9:25,,,40.7611,-73.93999,"(40.7611, -73.93999)",11 STREET                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874587,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/02/2018,9:27,BROOKLYN,11217,40.68122,-73.98462,"(40.68122, -73.98462)",,,264       BUTLER STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874124,DS,PICK-UP TRUCK,,,
04/02/2018,9:30,BRONX,10458,40.85665,-73.88899,"(40.85665, -73.88899)",,,2406      LORILLARD PLACE               ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3874917,TAXI,,,,
04/02/2018,9:30,MANHATTAN,10025,40.79465,-73.971794,"(40.79465, -73.971794)",BROADWAY                        ,WEST 96 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3875450,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2018,9:30,QUEENS,11365,40.728268,-73.80718,"(40.728268, -73.80718)",72 AVENUE                       ,162 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3876085,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:30,,,40.758595,-73.87452,"(40.758595, -73.87452)",32 AVENUE                       ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3874309,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:30,,,40.719864,-73.94486,"(40.719864, -73.94486)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874643,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:30,,,40.59315,-74.188225,"(40.59315, -74.188225)",,,4017      VICTORY BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3874333,PASSENGER VEHICLE,,,,
04/02/2018,9:30,BROOKLYN,11207,40.66406,-73.89869,"(40.66406, -73.89869)",HINSDALE STREET                 ,LIVONIA AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3874827,PASSENGER VEHICLE,,,,
04/02/2018,9:32,MANHATTAN,10024,40.786484,-73.97218,"(40.786484, -73.97218)",COLUMBUS AVENUE                 ,WEST 86 STREET,,2,0,0,0,0,0,2,0,Unsafe Speed,Unsafe Speed,,,,3874334,SPORT UTILITY / STATION WAGON,TAXI,,,
04/02/2018,9:35,,,0,0,"(0.0, 0.0)",COLLEGE POINT BOULEVARD         ,BOOTH MEMORIAL AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3874125,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/02/2018,9:38,BROOKLYN,11221,40.690014,-73.92399,"(40.690014, -73.92399)",,,880       QUINCY STREET                 ,0,0,0,0,0,0,0,0,Following Too Closely,Driverless/Runaway Vehicle,,,,3874789,DP,PASSENGER VEHICLE,,,
04/02/2018,9:40,BROOKLYN,11201,40.688614,-73.989174,"(40.688614, -73.989174)",ATLANTIC AVENUE                 ,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3874429,PASSENGER VEHICLE,,,,
04/02/2018,9:40,BROOKLYN,11234,40.625664,-73.93023,"(40.625664, -73.93023)",,,4722      AVENUE K                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3874016,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
